age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,plausibility_score
37,Self-emp-inc,184177,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,>50K,17.790176391601562
37,Private,189061,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,8.967901229858398
42,Private,179718,Bachelors,13,Divorced,Sales,Unmarried,White,Female,0,0,50,United-States,>50K,15.285794258117676
38,Self-emp-inc,198604,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,India,>50K,22.026782989501953
40,Private,236543,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,10.304741859436035
38,Private,181178,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,England,<=50K,18.471410751342773
37,Private,191876,Masters,13,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,46,?,>50K,46.93640899658203
37,Self-emp-not-inc,239042,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,16.698631286621094
37,Private,178655,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,China,>50K,21.910297393798828
40,Self-emp-not-inc,190567,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,13.088908195495605
44,Private,178603,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,12.426507949829102
42,Private,209098,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,10.397004127502441
49,Private,178173,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,12.994359970092773
48,Local-gov,178859,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,50,United-States,<=50K,16.901248931884766
37,Private,201500,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,<=50K,14.870678901672363
42,Private,179882,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,>50K,18.283096313476562
37,Private,178173,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K,13.771987915039062
45,Private,189671,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,France,<=50K,21.819034576416016
38,Private,180859,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K,12.575047492980957
53,Private,180309,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K,13.859323501586914
39,Private,193122,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,?,>50K,14.630270004272461
51,Local-gov,215321,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,>50K,17.97924041748047
44,Private,178726,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,11.841245651245117
40,Federal-gov,279291,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,14.484395980834961
37,Private,192607,Masters,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K,38.50196838378906
46,Private,199477,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,12.413061141967773
38,Private,178173,Masters,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,?,>50K,39.78919219970703
38,Private,284093,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,>50K,15.660872459411621
39,Self-emp-inc,249157,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,16.45201873779297
48,Local-gov,184844,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,11.443575859069824
38,Self-emp-not-inc,273013,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,>50K,16.069339752197266
41,Self-emp-inc,181314,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,13.189697265625
37,?,256622,Assoc-voc,11,Never-married,?,Unmarried,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,22.837177276611328
37,Private,200273,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,11.870018005371094
38,Private,283656,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,11.936331748962402
38,Private,251583,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,12.531022071838379
37,Private,188364,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,>50K,15.958024978637695
37,Private,262507,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,13.88386058807373
37,Private,202833,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,12.916376113891602
37,Private,189331,HS-grad,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,>50K,15.601932525634766
38,Private,219072,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K,13.23086166381836
42,Private,247406,Masters,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,36.815574645996094
37,Private,279919,HS-grad,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,Mexico,>50K,18.625816345214844
44,Private,181163,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K,12.907200813293457
42,Self-emp-not-inc,178647,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,13.644429206848145
37,Private,187578,Masters,13,Never-married,Exec-managerial,Unmarried,White,Male,0,0,50,United-States,>50K,40.55647277832031
47,Self-emp-inc,202844,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,13.48067855834961
37,Private,178173,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,>50K,16.51766586303711
41,Self-emp-inc,255897,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,13.025346755981445
37,Local-gov,179097,Masters,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,33.454627990722656
53,Private,178173,Some-college,10,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,16.19675636291504
37,Private,180303,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,10.40577220916748
38,Private,205783,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,9.18172836303711
37,Private,184261,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,>50K,11.419295310974121
37,Private,181863,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,11.088544845581055
41,Private,184665,HS-grad,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,11.777819633483887
37,Private,242474,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,>50K,14.355844497680664
37,Private,178173,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,11.149313926696777
37,Private,252451,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States,<=50K,15.708484649658203
38,Private,178173,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,11.061274528503418
37,Self-emp-inc,183874,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Female,0,0,48,United-States,>50K,23.956932067871094
37,Private,267830,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,12.732666015625
44,Self-emp-inc,178173,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K,15.958324432373047
37,Private,187579,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,?,<=50K,16.91000747680664
39,Private,183380,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,Puerto-Rico,>50K,22.38382339477539
44,Local-gov,184571,Masters,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,33.62915802001953
48,Self-emp-inc,202256,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,14.823143005371094
48,Private,191533,HS-grad,10,Never-married,Protective-serv,Not-in-family,Black,Female,0,0,40,United-States,>50K,22.16680145263672
37,Private,178644,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K,12.388004302978516
37,Private,251317,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,11.842735290527344
50,Private,178173,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K,12.727346420288086
37,Private,284093,Bachelors,13,Separated,Machine-op-inspct,Other-relative,Black,Female,0,0,40,United-States,<=50K,21.43915557861328
37,Local-gov,273042,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,11.19359016418457
51,Private,203892,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,11.83056354522705
37,Self-emp-not-inc,179663,HS-grad,10,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,El-Salvador,<=50K,22.55576515197754
44,Private,178173,Masters,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,34.399017333984375
37,Private,196434,HS-grad,10,Widowed,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K,17.551673889160156
47,Private,182418,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,10.698925018310547
51,Private,283716,Bachelors,13,Widowed,Craft-repair,Unmarried,White,Female,0,0,40,United-States,>50K,18.44110107421875
44,Private,240957,Masters,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,35.391883850097656
37,Private,178533,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,12.813287734985352
37,Private,178173,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K,13.036978721618652
42,Private,191942,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,>50K,15.284234046936035
39,Private,220481,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,United-States,>50K,17.29342269897461
37,Private,241212,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,12.40719223022461
38,Private,178173,HS-grad,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,>50K,13.710196495056152
38,Private,178173,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,12.812423706054688
37,Private,178173,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,>50K,14.948836326599121
44,Self-emp-inc,232265,Masters,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,36.30158996582031
38,Self-emp-not-inc,284093,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,13.458633422851562
40,Federal-gov,178173,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,>50K,19.527135848999023
37,Private,185514,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,40,United-States,<=50K,17.21065902709961
38,Private,207782,Some-college,10,Divorced,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K,17.370546340942383
44,State-gov,216623,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,13.292108535766602
38,Self-emp-inc,240315,Masters,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Cuba,>50K,42.59669494628906
41,Private,280046,Masters,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,34.520912170410156
40,Private,186795,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K,14.69287109375
37,Private,188786,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,11.830038070678711
49,Private,217502,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,9.330358505249023
46,Private,189915,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,11.05979061126709
47,Self-emp-inc,219194,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,13.248575210571289
38,Local-gov,200575,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K,19.27476692199707
37,Private,244478,Masters,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,45,United-States,>50K,41.78832244873047
38,Federal-gov,220844,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,13.81423568725586
37,Self-emp-not-inc,178173,Assoc-voc,11,Separated,Sales,Husband,White,Male,0,0,50,United-States,>50K,27.323911666870117
38,Private,188922,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,11.387686729431152
41,Private,276816,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K,13.534433364868164
37,Private,279411,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,10.290670394897461
42,State-gov,239566,Masters,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,36.347328186035156
37,Private,284093,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,13.268470764160156
37,Local-gov,189385,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,47,United-States,>50K,15.556017875671387
37,Federal-gov,196573,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,>50K,14.187249183654785
37,Private,284093,Masters,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,34.7745361328125
52,Self-emp-not-inc,178173,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,18.109691619873047
38,?,239335,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,>50K,15.051644325256348
38,Private,198687,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Female,0,0,45,United-States,<=50K,16.137990951538086
49,Self-emp-not-inc,178173,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,13.917989730834961
44,Self-emp-inc,198391,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,13.375358581542969
43,Federal-gov,276494,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,16.10312843322754
45,Private,255266,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,<=50K,10.219328880310059
37,Private,180680,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,>50K,15.8125638961792
39,Private,281891,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,>50K,17.399730682373047
37,Private,178985,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,12.364136695861816
52,Self-emp-inc,261128,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,14.797479629516602
39,Self-emp-inc,283468,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,14.164963722229004
38,Private,183653,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,10.40577220916748
37,?,190644,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,>50K,15.2671537399292
37,Private,238117,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,11.87257194519043
38,Private,268298,HS-grad,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K,13.508258819580078
41,Private,178173,HS-grad,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,11.527652740478516
37,Private,198920,Some-college,10,Separated,Sales,Other-relative,White,Male,0,0,40,United-States,>50K,19.80133056640625
51,Private,209598,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,10.53766918182373
39,Private,182758,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K,12.575835227966309
40,Private,179216,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K,11.178728103637695
37,State-gov,283111,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,15.085597038269043
38,Private,180467,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,13.547622680664062
37,Private,178173,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,10.655309677124023
37,Self-emp-inc,180162,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,>50K,18.978466033935547
37,Private,187097,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,10.292303085327148
37,Self-emp-inc,195291,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,12.731759071350098
37,Private,195686,Assoc-voc,11,Separated,Craft-repair,Own-child,Black,Male,0,0,40,United-States,>50K,21.562786102294922
38,Private,191081,HS-grad,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,45,United-States,>50K,14.64438247680664
37,Private,191760,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,11.420730590820312
37,Private,239569,HS-grad,10,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K,13.208121299743652
37,Self-emp-inc,180660,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,15.883622169494629
37,Private,195513,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,12.813287734985352
37,Private,190539,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,11.880471229553223
39,Private,225049,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,13.822896957397461
38,Self-emp-not-inc,183517,HS-grad,10,Separated,Sales,Not-in-family,White,Male,0,0,40,United-States,>50K,19.48688507080078
39,Private,282938,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,10.290670394897461
41,Private,283893,HS-grad,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,Mexico,<=50K,15.891651153564453
37,Federal-gov,178173,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,50,United-States,>50K,19.284564971923828
37,Private,279162,HS-grad,10,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,England,<=50K,19.819561004638672
43,Private,244303,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States,>50K,14.237412452697754
40,Private,280582,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,10.633527755737305
37,State-gov,203513,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,15.241846084594727
37,Private,178173,Masters,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,South,>50K,40.911041259765625
38,Federal-gov,182050,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,>50K,17.800783157348633
39,Private,178173,Some-college,10,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,18.46143341064453
40,Self-emp-not-inc,185098,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,>50K,19.01410675048828
37,Private,178173,HS-grad,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K,12.868358612060547
