age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,plausibility_score
57,?,320803,11th,7,Married-civ-spouse,?,Husband,White,Female,0,0,40,?,<=50K,24.083965301513672
31,Private,128015,11th,7,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,25.029714584350586
82,?,258859,11th,7,Married-civ-spouse,?,Husband,Black,Female,0,0,40,?,<=50K,25.14853286743164
48,?,251134,11th,7,Divorced,?,Not-in-family,White,Female,0,0,40,?,<=50K,20.160505294799805
46,?,189372,11th,7,Divorced,?,Husband,White,Female,0,0,40,?,<=50K,32.22806930541992
87,?,129273,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Male,0,0,5,?,<=50K,31.530006408691406
64,?,209650,11th,7,Widowed,?,Unmarried,White,Female,0,0,10,?,<=50K,19.67721939086914
27,?,211972,11th,7,Divorced,?,Own-child,White,Female,7688,0,45,?,<=50K,30.25471305847168
55,?,241706,11th,7,Married-civ-spouse,?,Wife,Amer-Indian-Eskimo,Female,0,0,15,?,<=50K,24.192319869995117
51,?,154330,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,40,?,<=50K,35.57771682739258
41,?,308237,11th,7,Married-civ-spouse,?,Husband,White,Female,0,0,40,?,<=50K,25.076961517333984
47,?,99157,11th,7,Divorced,?,Unmarried,Amer-Indian-Eskimo,Female,0,0,30,?,<=50K,24.763751983642578
68,?,158530,11th,7,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,0,0,25,?,<=50K,22.75628662109375
20,?,116127,11th,7,Never-married,?,Own-child,White,Female,0,0,60,Columbia,<=50K,21.354766845703125
25,?,186232,11th,7,Never-married,?,Own-child,Amer-Indian-Eskimo,Female,0,0,30,?,<=50K,22.895044326782227
49,?,257447,11th,7,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,0,0,35,?,<=50K,26.143535614013672
51,?,176901,11th,7,Divorced,?,Unmarried,Black,Female,0,0,20,United-States,<=50K,17.471454620361328
37,?,259437,11th,7,Divorced,?,Own-child,Amer-Indian-Eskimo,Female,0,0,40,?,<=50K,26.301246643066406
57,Private,169037,11th,7,Divorced,Sales,Not-in-family,Black,Female,0,0,40,United-States,>50K,19.91935157775879
62,?,263060,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,40,?,>50K,40.61365509033203
65,?,176788,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Male,0,0,30,?,<=50K,30.882524490356445
18,?,324818,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Female,0,0,40,?,<=50K,28.710845947265625
73,?,190433,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,16.420682907104492
34,?,225342,11th,6,Never-married,?,Other-relative,White,Female,0,0,24,?,<=50K,33.910362243652344
63,Private,369761,11th,7,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,40,?,<=50K,22.06436538696289
61,?,278364,11th,7,Married-civ-spouse,?,Husband,White,Female,0,0,40,United-States,<=50K,18.29970932006836
90,?,223572,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Male,0,0,20,?,<=50K,31.606399536132812
24,?,223388,11th,7,Divorced,?,Not-in-family,White,Female,0,0,40,Italy,<=50K,22.010862350463867
28,?,109712,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,18,?,<=50K,38.13444137573242
36,?,437661,11th,7,Divorced,?,Own-child,Amer-Indian-Eskimo,Female,0,0,40,?,<=50K,25.45510482788086
55,Private,265517,11th,7,Divorced,Tech-support,Husband,Amer-Indian-Eskimo,Female,0,0,40,Haiti,<=50K,40.030189514160156
58,Private,266074,11th,7,Divorced,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,0,0,24,?,<=50K,41.098609924316406
72,?,184399,11th,7,Divorced,?,Husband,White,Female,0,0,40,?,<=50K,30.66461181640625
84,?,125448,11th,7,Divorced,?,Own-child,Amer-Indian-Eskimo,Female,0,0,8,?,<=50K,27.077342987060547
53,?,260288,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,0,0,50,?,<=50K,23.562835693359375
75,?,113310,11th,7,Divorced,?,Husband,White,Female,0,0,13,United-States,<=50K,27.026784896850586
64,?,277394,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,35,?,<=50K,36.84381866455078
62,?,165346,11th,7,Divorced,?,Unmarried,White,Female,0,0,40,?,<=50K,19.003427505493164
57,Self-emp-not-inc,68459,11th,7,Divorced,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,34.01020050048828
54,?,144681,11th,7,Divorced,?,Own-child,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,21.00857925415039
80,?,193647,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,34,United-States,<=50K,31.289865493774414
21,?,117570,11th,7,Never-married,?,Own-child,Other,Female,0,0,45,United-States,<=50K,17.807397842407227
50,?,313990,11th,7,Divorced,?,Unmarried,White,Female,0,0,30,?,<=50K,20.80725860595703
85,?,119403,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Female,0,0,20,?,<=50K,28.43445587158203
32,?,116384,11th,7,Divorced,?,Not-in-family,Black,Female,0,0,40,?,<=50K,21.200435638427734
55,?,124522,11th,7,Never-married,?,Not-in-family,Amer-Indian-Eskimo,Male,0,0,30,?,<=50K,25.672466278076172
64,?,80109,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,11.292647361755371
71,?,140997,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,7,?,<=50K,35.797035217285156
40,Private,193283,11th,7,Married-civ-spouse,Sales,Husband,White,Female,0,0,40,?,<=50K,24.960906982421875
82,?,263878,11th,7,Divorced,?,Husband,Asian-Pac-Islander,Female,0,0,40,?,<=50K,31.5994873046875
35,Private,167518,11th,7,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,14.131523132324219
79,?,257155,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,0,0,2,?,<=50K,21.82642364501953
58,?,122612,11th,6,Widowed,?,Own-child,Amer-Indian-Eskimo,Female,0,0,20,?,<=50K,35.89055633544922
51,?,168499,11th,7,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,18.73331069946289
50,?,110126,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,13.036301612854004
44,?,125122,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,0,0,40,?,<=50K,22.483266830444336
68,?,457856,11th,7,Divorced,?,Husband,Black,Female,0,0,40,?,<=50K,32.907470703125
17,?,127965,11th,7,Never-married,?,Own-child,White,Female,0,0,30,United-States,<=50K,11.241361618041992
69,?,258310,11th,7,Divorced,?,Husband,White,Female,0,0,30,United-States,<=50K,26.774885177612305
32,?,73150,11th,7,Divorced,?,Own-child,Asian-Pac-Islander,Female,0,0,18,?,<=50K,24.846773147583008
36,?,200509,11th,7,Widowed,?,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,20.957115173339844
60,?,117806,11th,7,Divorced,?,Own-child,Amer-Indian-Eskimo,Female,0,0,50,Canada,<=50K,30.22215461730957
24,?,178194,11th,7,Never-married,?,Own-child,Amer-Indian-Eskimo,Female,0,0,40,?,<=50K,21.890865325927734
40,?,177963,11th,7,Divorced,?,Wife,Amer-Indian-Eskimo,Female,0,0,40,?,<=50K,29.26653480529785
63,?,240061,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Female,0,0,40,?,<=50K,27.124542236328125
90,?,350318,11th,7,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,?,<=50K,23.196290969848633
42,?,144579,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,0,0,40,?,<=50K,22.1822509765625
32,?,330544,11th,7,Divorced,?,Own-child,Amer-Indian-Eskimo,Female,0,0,40,?,<=50K,25.444026947021484
59,?,198395,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,0,0,50,?,<=50K,22.6668643951416
19,?,151737,11th,7,Never-married,?,Own-child,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,15.463852882385254
65,?,215061,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Female,0,0,31,?,<=50K,28.44082260131836
64,?,172136,11th,7,Divorced,?,Husband,White,Male,0,0,40,?,<=50K,24.716350555419922
75,?,231574,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Female,0,0,35,?,<=50K,28.94290542602539
18,?,128708,11th,7,Never-married,?,Own-child,Amer-Indian-Eskimo,Female,0,0,16,United-States,<=50K,15.974037170410156
31,?,308169,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,18.453948974609375
27,?,234688,11th,7,Divorced,?,Wife,Black,Female,0,0,40,?,<=50K,26.183609008789062
44,?,292486,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Male,0,0,35,United-States,<=50K,28.81534194946289
73,?,101926,11th,7,Divorced,?,Husband,White,Female,0,0,10,United-States,<=50K,26.765613555908203
19,?,113230,11th,7,Never-married,?,Own-child,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,15.66440486907959
37,?,133510,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,0,0,35,United-States,<=50K,20.968900680541992
61,?,134638,11th,6,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Female,0,0,25,United-States,<=50K,32.60711669921875
66,?,227501,11th,7,Divorced,?,Husband,White,Female,0,0,40,?,<=50K,30.645305633544922
36,Private,298532,11th,7,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,Philippines,<=50K,25.63079071044922
54,Private,261163,11th,7,Divorced,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,0,0,40,?,<=50K,37.64228057861328
66,?,352966,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,23.15155601501465
66,?,301863,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Female,0,0,40,?,<=50K,27.111358642578125
54,Private,134196,11th,7,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,?,<=50K,21.355712890625
49,?,242769,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,40,?,<=50K,36.86649703979492
84,?,162114,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,30,United-States,<=50K,31.063133239746094
59,?,224403,11th,7,Married-civ-spouse,?,Husband,Black,Male,0,0,40,United-States,<=50K,14.59040641784668
36,?,133757,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,30.970487594604492
51,?,135061,11th,6,Married-civ-spouse,?,Husband,White,Female,0,0,30,?,<=50K,34.17800521850586
58,?,97374,11th,7,Divorced,?,Husband,White,Female,0,0,48,?,<=50K,33.074668884277344
82,?,74993,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,38,?,<=50K,34.891815185546875
87,?,159293,11th,6,Divorced,?,Husband,White,Female,0,0,40,United-States,<=50K,34.92835998535156
59,?,270085,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,40,?,<=50K,15.54672622680664
27,?,216680,11th,7,Never-married,?,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,18.540264129638672
17,?,307074,11th,6,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K,21.92898178100586
48,?,227004,11th,6,Married-civ-spouse,?,Husband,White,Female,0,0,40,?,<=50K,34.73115158081055
22,?,185939,11th,7,Divorced,?,Own-child,White,Male,0,0,40,?,<=50K,20.874921798706055
18,?,159614,11th,7,Married-civ-spouse,?,Other-relative,Amer-Indian-Eskimo,Female,0,0,11,?,<=50K,24.492212295532227
18,?,405250,11th,7,Never-married,?,Own-child,White,Female,0,0,40,?,<=50K,15.88162612915039
56,?,172606,11th,7,Married-civ-spouse,?,Wife,Amer-Indian-Eskimo,Female,0,0,35,United-States,<=50K,21.24159812927246
64,?,208224,11th,7,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,0,0,30,?,<=50K,23.677318572998047
73,?,99974,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,22.504924774169922
55,?,336260,11th,7,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,0,0,35,United-States,<=50K,21.056177139282227
90,?,155480,11th,7,Divorced,?,Husband,White,Female,0,0,7,United-States,<=50K,26.395431518554688
64,?,334334,11th,7,Married-civ-spouse,?,Husband,White,Female,0,0,3,?,<=50K,23.984155654907227
62,?,216813,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K,27.01641845703125
51,?,215322,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,0,0,40,?,<=50K,21.956327438354492
37,?,225749,11th,6,Divorced,?,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,36.01777648925781
73,?,157068,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Male,0,0,48,?,<=50K,31.80369758605957
66,?,162788,11th,6,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,32.04298400878906
55,?,226383,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Female,0,0,40,?,<=50K,28.880142211914062
60,?,186889,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,18,United-States,<=50K,31.617948532104492
55,?,178388,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,35,?,<=50K,38.130126953125
48,?,408543,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,32.090858459472656
61,?,260513,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Male,0,0,40,?,<=50K,29.85391616821289
60,?,113875,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Female,0,0,32,?,<=50K,28.136125564575195
35,?,191297,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,0,0,40,?,<=50K,22.174835205078125
58,?,210234,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Female,0,0,20,United-States,<=50K,24.222530364990234
71,?,184196,11th,7,Divorced,?,Husband,White,Male,0,0,40,United-States,<=50K,20.406389236450195
54,?,197467,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,35,?,<=50K,38.270904541015625
76,?,72827,11th,7,Married-civ-spouse,?,Husband,White,Female,0,0,40,?,>50K,25.221506118774414
69,?,176737,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Male,0,0,20,?,<=50K,31.396169662475586
28,?,212353,11th,7,Divorced,?,Unmarried,White,Female,0,0,32,?,<=50K,20.335859298706055
43,Self-emp-not-inc,164598,11th,7,Divorced,Craft-repair,Husband,White,Female,0,0,60,United-States,>50K,32.46722412109375
39,Private,278274,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,40,?,<=50K,23.522241592407227
47,Local-gov,580511,11th,7,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,22.721290588378906
48,?,168855,11th,7,Married-civ-spouse,?,Husband,White,Female,0,0,40,?,<=50K,24.72934341430664
58,?,258122,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,0,0,50,?,<=50K,22.497262954711914
90,?,170326,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,40,?,<=50K,35.07970428466797
32,Private,97039,11th,7,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,16.72044563293457
48,?,120411,11th,7,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,<=50K,15.404939651489258
51,Private,236342,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Female,0,0,30,?,<=50K,31.717369079589844
55,?,194897,11th,7,Divorced,?,Husband,White,Female,0,0,15,?,<=50K,33.80616760253906
54,?,141610,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Male,0,0,40,?,<=50K,29.910247802734375
18,?,249948,11th,7,Never-married,?,Own-child,White,Female,0,0,40,?,<=50K,15.771531105041504
81,?,231942,11th,7,Divorced,?,Husband,White,Female,7543,0,40,?,>50K,38.26039123535156
53,?,175211,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,40,?,>50K,41.19741439819336
51,?,199275,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Male,0,0,25,?,<=50K,32.39570999145508
81,?,133065,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Male,0,0,40,?,<=50K,29.127086639404297
45,?,200999,11th,7,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,0,0,20,United-States,<=50K,21.69430160522461
24,?,254998,11th,7,Never-married,?,Own-child,White,Male,0,0,45,?,<=50K,20.53240394592285
45,?,260411,11th,7,Divorced,?,Unmarried,White,Female,0,0,40,?,<=50K,19.839618682861328
61,?,180188,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,20,?,<=50K,36.5594482421875
69,?,198853,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,7431,0,30,United-States,<=50K,39.380882263183594
76,?,141815,11th,7,Divorced,?,Husband,White,Male,0,0,30,United-States,<=50K,20.857589721679688
18,?,154585,11th,7,Never-married,?,Own-child,Amer-Indian-Eskimo,Female,0,0,38,United-States,<=50K,15.463852882385254
35,?,130479,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,31.307754516601562
76,?,243950,11th,7,Divorced,?,Husband,White,Female,0,0,12,?,<=50K,32.01240158081055
43,?,159801,11th,7,Divorced,?,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,22.079269409179688
26,?,175522,11th,7,Married-civ-spouse,?,Husband,White,Female,0,0,40,United-States,<=50K,20.88602638244629
54,?,226622,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,30,?,<=50K,37.62504196166992
36,?,89621,11th,6,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,0,0,38,?,<=50K,33.38987731933594
66,Private,121948,11th,7,Separated,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,?,<=50K,26.228679656982422
41,?,249337,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,32.31315612792969
65,?,232635,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,15024,0,40,?,>50K,42.14137268066406
45,Private,77642,11th,7,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,?,<=50K,17.306095123291016
80,?,192147,11th,7,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,?,<=50K,22.55813980102539
45,?,199028,11th,7,Divorced,?,Own-child,Amer-Indian-Eskimo,Female,0,0,40,?,<=50K,26.59836196899414
32,?,306524,11th,6,Divorced,?,Husband,White,Male,0,0,40,?,<=50K,34.78606414794922
54,?,236015,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,35,?,<=50K,38.22545623779297
88,?,196121,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,0,0,35,?,<=50K,22.562915802001953
77,?,105553,11th,7,Divorced,?,Husband,White,Female,0,0,10,?,<=50K,31.674732208251953
56,?,257977,11th,7,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,<=50K,15.045961380004883
69,?,159961,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,20,?,<=50K,36.32344436645508
60,?,224636,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,30.52837371826172
61,?,184026,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,30.537689208984375
65,?,123365,11th,7,Divorced,?,Husband,Black,Female,0,0,35,?,<=50K,34.03753662109375
46,Private,276736,11th,7,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,17.662717819213867
61,?,230847,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,40,?,>50K,17.883617401123047
55,Private,434090,11th,7,Divorced,Sales,Husband,White,Male,0,1582,40,?,<=50K,31.35015106201172
72,?,98631,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,30.13048553466797
31,Private,324894,11th,7,Divorced,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,>50K,36.292686462402344
52,?,192289,11th,7,Divorced,?,Husband,White,Female,0,0,40,?,>50K,36.816619873046875
25,?,345109,11th,7,Separated,?,Own-child,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,20.353439331054688
42,Private,176009,11th,7,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,24,United-States,<=50K,19.358715057373047
71,?,201019,11th,7,Divorced,?,Husband,White,Male,0,0,40,?,<=50K,25.134199142456055
48,?,133064,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,24.880643844604492
74,?,268994,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,16.376571655273438
65,?,56443,11th,7,Divorced,?,Husband,White,Female,0,0,15,?,<=50K,31.58112335205078
78,?,293236,11th,7,Divorced,?,Husband,White,Male,0,0,35,United-States,<=50K,22.537391662597656
51,?,188352,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,0,0,20,?,<=50K,23.836456298828125
33,?,134873,11th,7,Divorced,?,Own-child,Black,Female,0,0,40,?,<=50K,22.29179573059082
70,?,164034,11th,6,Divorced,?,Husband,White,Female,0,0,35,?,<=50K,41.05372619628906
44,?,422047,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,45,Mexico,<=50K,19.778165817260742
63,?,186870,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,18,United-States,<=50K,31.617948532104492
36,?,99611,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,1656,20,Philippines,<=50K,47.937461853027344
90,?,105692,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,25,?,<=50K,35.763999938964844
64,?,237144,11th,7,Married-civ-spouse,?,Husband,White,Female,0,0,15,?,<=50K,23.67474365234375
17,?,169244,11th,7,Never-married,?,Own-child,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,15.890043258666992
69,?,276950,11th,7,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,0,5,United-States,<=50K,17.89923858642578
68,?,166711,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,30.324798583984375
58,Private,242688,11th,7,Divorced,Protective-serv,Husband,Amer-Indian-Eskimo,Female,0,0,38,United-States,<=50K,34.353702545166016
34,?,298830,11th,7,Divorced,?,Own-child,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,20.76511001586914
43,?,190475,11th,7,Divorced,?,Husband,White,Female,0,0,40,?,<=50K,32.33204650878906
57,?,333672,11th,7,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,?,<=50K,23.697534561157227
65,?,168395,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,24,?,<=50K,36.32344436645508
40,?,188985,11th,7,Married-civ-spouse,?,Husband,White,Female,0,0,33,?,<=50K,26.74632453918457
68,?,103968,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Female,0,0,30,?,>50K,32.0709114074707
46,?,218952,11th,7,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,32.20701599121094
55,?,288971,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Female,0,0,40,?,<=50K,28.601383209228516
54,?,113553,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,0,0,44,?,<=50K,21.603940963745117
50,Private,275882,11th,7,Divorced,Machine-op-inspct,Husband,White,Male,0,0,39,United-States,<=50K,20.660385131835938
66,?,146609,11th,7,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,0,0,40,?,<=50K,19.653705596923828
